"RegionID","RegionName","RegionType","StateName","SizeRank","2010-11","2010-12","2011-1","2011-2","2011-3","2011-4","2011-5","2011-6","2011-7","2011-8","2011-9","2011-10","2011-11","2011-12","2012-1","2012-2","2012-3","2012-4","2012-5","2012-6","2012-7","2012-8","2012-9","2012-10","2012-11","2012-12","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1"
395057,"San Francisco, CA","Msa","CA",11,1.41414141414141,1.21212121212121,1.01010101010101,0.808080808080808,0.606060606060606,0.303030303030303,0.101010101010101,0.202020202020202,0.404040404040404,0.505050505050505,0.707070707070707,0.909090909090909,1.11111111111111,1.31313131313131,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,3.23232323232323,4.14141414141414,4.64646464646465,5.25252525252525,6.06060606060606,6.26262626262626,6.76767676767677,6.96969696969697,7.47474747474747,7.67676767676768,7.77777777777778,7.37373737373737,7.27272727272727,7.07070707070707,6.36363636363636,5.95959595959596,5.65656565656566,5.45454545454545,5.15151515151515,4.94949494949495,5.05050505050505,5.55555555555556,5.85858585858586,6.16161616161616,6.66666666666667,7.57575757575758,8.08080808080808,8.18181818181818,8.28282828282828,8.48484848484848,8.38383838383838,7.97979797979798,7.17171717171717,6.56565656565657,5.75757575757576,4.74747474747475,4.54545454545455,4.24242424242424,3.73737373737374,3.53535353535354,3.33333333333333,3.03030303030303,2.92929292929293,3.13131313131313,3.43434343434343,3.63636363636364,3.83838383838384,4.04040404040404,4.34343434343434,4.84848484848485,6.46464646464646,7.87878787878788,8.58585858585859,8.78787878787879,8.98989898989899,9.19191919191919,9.39393939393939,9.5959595959596,9.7979797979798,10,9.8989898989899,9.6969696969697,9.49494949494949,9.29292929292929,9.09090909090909,8.88888888888889,8.68686868686869,6.86868686868687,5.35353535353535,4.44444444444444,3.93939393939394
394532,"Detroit, MI","Msa","MI",12,2.12121212121212,1.81818181818182,1.51515151515152,1.21212121212121,1.01010101010101,0.808080808080808,0.707070707070707,0.404040404040404,0.202020202020202,0.101010101010101,0.303030303030303,0.505050505050505,0.606060606060606,0.909090909090909,1.11111111111111,1.31313131313131,1.41414141414141,1.61616161616162,1.71717171717172,1.91919191919192,2.02020202020202,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.63636363636364,4.24242424242424,4.54545454545455,5.15151515151515,5.45454545454545,5.85858585858586,6.06060606060606,6.36363636363636,6.66666666666667,6.76767676767677,6.46464646464646,6.16161616161616,5.65656565656566,5.35353535353535,4.94949494949495,4.74747474747475,4.34343434343434,4.04040404040404,3.93939393939394,3.73737373737374,3.43434343434343,3.13131313131313,3.33333333333333,3.23232323232323,3.53535353535354,3.83838383838384,4.14141414141414,4.44444444444444,4.64646464646465,4.84848484848485,5.05050505050505,5.25252525252525,5.55555555555556,5.75757575757576,5.95959595959596,6.26262626262626,6.56565656565657,6.86868686868687,6.96969696969697,7.07070707070707,7.17171717171717,7.27272727272727,7.37373737373737,7.47474747474747,7.57575757575758,7.67676767676768,7.77777777777778,7.87878787878788,7.97979797979798,8.08080808080808,8.18181818181818,8.28282828282828,8.38383838383838,8.48484848484848,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,8.98989898989899,9.09090909090909,9.19191919191919,9.39393939393939,9.6969696969697,9.8989898989899,10,9.7979797979798,9.49494949494949,9.29292929292929,9.5959595959596
395025,"Riverside, CA","Msa","CA",13,1.61616161616162,1.41414141414141,1.21212121212121,1.11111111111111,0.909090909090909,0.707070707070707,0.606060606060606,0.101010101010101,0.202020202020202,0.303030303030303,0.404040404040404,0.505050505050505,0.808080808080808,1.01010101010101,1.31313131313131,1.51515151515152,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,3.03030303030303,3.73737373737374,3.83838383838384,4.04040404040404,4.34343434343434,5.65656565656566,6.16161616161616,6.76767676767677,7.17171717171717,7.57575757575758,7.77777777777778,7.97979797979798,8.18181818181818,8.58585858585859,9.09090909090909,9.49494949494949,9.7979797979798,9.5959595959596,8.88888888888889,8.28282828282828,7.67676767676768,7.37373737373737,6.86868686868687,6.46464646464646,5.95959595959596,5.45454545454545,4.14141414141414,3.23232323232323,2.82828282828283,2.52525252525253,2.92929292929293,2.42424242424242,2.22222222222222,2.12121212121212,2.32323232323232,3.33333333333333,3.53535353535354,4.24242424242424,4.54545454545455,5.15151515151515,5.35353535353535,4.84848484848485,3.63636363636364,3.13131313131313,2.62626262626263,2.72727272727273,3.43434343434343,3.93939393939394,4.74747474747475,4.64646464646465,4.44444444444444,4.94949494949495,5.05050505050505,5.25252525252525,5.55555555555556,5.75757575757576,5.85858585858586,6.06060606060606,6.26262626262626,7.07070707070707,8.08080808080808,8.38383838383838,8.68686868686869,8.78787878787879,8.98989898989899,9.19191919191919,9.39393939393939,9.6969696969697,10,9.8989898989899,9.29292929292929,8.48484848484848,7.87878787878788,7.47474747474747,7.27272727272727,6.96969696969697,6.66666666666667,6.56565656565657,6.36363636363636
394976,"Phoenix, AZ","Msa","AZ",14,0.101010101010101,0.202020202020202,0.303030303030303,0.404040404040404,0.505050505050505,0.606060606060606,0.707070707070707,0.808080808080808,0.909090909090909,1.31313131313131,1.61616161616162,2.02020202020202,2.22222222222222,2.52525252525253,3.13131313131313,4.54545454545455,5.05050505050505,5.55555555555556,6.26262626262626,6.46464646464646,6.96969696969697,7.37373737373737,7.67676767676768,7.97979797979798,7.77777777777778,7.17171717171717,5.85858585858586,5.35353535353535,5.65656565656566,6.66666666666667,7.57575757575758,8.18181818181818,8.38383838383838,8.28282828282828,7.87878787878788,6.06060606060606,4.84848484848485,4.34343434343434,3.83838383838384,2.82828282828283,2.62626262626263,2.32323232323232,1.91919191919192,1.71717171717172,1.51515151515152,1.21212121212121,1.01010101010101,1.11111111111111,1.41414141414141,1.81818181818182,2.12121212121212,2.42424242424242,2.72727272727273,3.43434343434343,4.24242424242424,4.64646464646465,5.25252525252525,6.36363636363636,6.86868686868687,7.27272727272727,6.76767676767677,5.95959595959596,4.94949494949495,4.44444444444444,4.04040404040404,3.93939393939394,3.63636363636364,3.53535353535354,3.23232323232323,2.92929292929293,3.03030303030303,3.33333333333333,3.73737373737374,4.14141414141414,4.74747474747475,5.15151515151515,5.45454545454545,5.75757575757576,6.16161616161616,6.56565656565657,7.07070707070707,7.47474747474747,8.08080808080808,8.48484848484848,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,8.98989898989899,9.19191919191919,9.39393939393939,9.6969696969697,9.7979797979798,10,9.8989898989899,9.29292929292929,9.09090909090909,9.49494949494949,9.5959595959596
395078,"Seattle, WA","Msa","WA",15,0.101010101010101,0.202020202020202,0.303030303030303,0.404040404040404,0.505050505050505,0.606060606060606,0.707070707070707,0.808080808080808,0.909090909090909,1.01010101010101,1.11111111111111,1.21212121212121,1.31313131313131,1.41414141414141,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.63636363636364,4.74747474747475,5.25252525252525,4.44444444444444,4.34343434343434,4.64646464646465,4.94949494949495,5.05050505050505,5.15151515151515,4.54545454545455,4.14141414141414,3.33333333333333,3.13131313131313,3.03030303030303,3.23232323232323,3.83838383838384,3.93939393939394,3.73737373737374,3.43434343434343,3.53535353535354,4.04040404040404,4.24242424242424,4.84848484848485,5.35353535353535,5.45454545454545,5.55555555555556,5.75757575757576,5.85858585858586,5.95959595959596,6.16161616161616,6.26262626262626,6.46464646464646,6.66666666666667,7.07070707070707,7.27272727272727,7.57575757575758,7.47474747474747,7.37373737373737,6.86868686868687,6.76767676767677,6.96969696969697,7.17171717171717,7.97979797979798,8.08080808080808,7.87878787878788,7.67676767676768,8.18181818181818,8.28282828282828,8.38383838383838,8.58585858585859,8.78787878787879,8.98989898989899,9.09090909090909,9.29292929292929,9.39393939393939,9.49494949494949,9.5959595959596,9.7979797979798,10,9.8989898989899,9.6969696969697,9.19191919191919,8.88888888888889,8.68686868686869,8.48484848484848,7.77777777777778,6.56565656565657,6.36363636363636,6.06060606060606,5.65656565656566
394865,"Minneapolis-St Paul, MN","Msa","MN",16,0.101010101010101,0.202020202020202,0.303030303030303,0.404040404040404,0.505050505050505,0.606060606060606,0.808080808080808,0.707070707070707,0.909090909090909,1.01010101010101,1.11111111111111,1.31313131313131,1.41414141414141,1.21212121212121,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.13131313131313,3.23232323232323,3.33333333333333,3.43434343434343,3.53535353535354,3.63636363636364,3.83838383838384,3.93939393939394,4.24242424242424,4.54545454545455,4.64646464646465,4.44444444444444,4.14141414141414,3.73737373737374,4.04040404040404,4.34343434343434,4.74747474747475,4.84848484848485,4.94949494949495,5.25252525252525,5.45454545454545,5.15151515151515,5.05050505050505,5.35353535353535,5.55555555555556,6.36363636363636,6.46464646464646,6.26262626262626,6.06060606060606,6.16161616161616,5.95959595959596,5.75757575757576,5.65656565656566,5.85858585858586,6.56565656565657,6.66666666666667,6.76767676767677,6.86868686868687,6.96969696969697,7.07070707070707,7.17171717171717,7.27272727272727,7.47474747474747,7.37373737373737,7.57575757575758,7.67676767676768,7.77777777777778,7.87878787878788,7.97979797979798,8.08080808080808,8.18181818181818,8.28282828282828,8.38383838383838,8.48484848484848,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,9.5959595959596,9.7979797979798,10,9.8989898989899,9.6969696969697,9.49494949494949,9.39393939393939,9.29292929292929,9.19191919191919,8.98989898989899,9.09090909090909
395056,"San Diego, CA","Msa","CA",17,1.91919191919192,1.61616161616162,1.21212121212121,0.909090909090909,0.707070707070707,0.505050505050505,0.303030303030303,0.101010101010101,0.202020202020202,0.404040404040404,0.606060606060606,0.808080808080808,1.31313131313131,1.71717171717172,1.81818181818182,1.41414141414141,1.11111111111111,1.01010101010101,1.51515151515152,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,3.13131313131313,4.04040404040404,4.94949494949495,6.76767676767677,7.47474747474747,7.97979797979798,7.87878787878788,7.67676767676768,7.37373737373737,6.96969696969697,6.66666666666667,6.36363636363636,6.06060606060606,5.35353535353535,4.84848484848485,4.64646464646465,4.44444444444444,4.14141414141414,3.83838383838384,3.43434343434343,2.92929292929293,2.72727272727273,2.82828282828283,3.03030303030303,3.63636363636364,3.53535353535354,3.33333333333333,3.23232323232323,3.73737373737374,4.24242424242424,4.74747474747475,5.95959595959596,6.26262626262626,6.16161616161616,5.75757575757576,5.45454545454545,5.65656565656566,5.55555555555556,5.25252525252525,5.05050505050505,5.85858585858586,6.56565656565657,6.86868686868687,7.07070707070707,7.27272727272727,8.18181818181818,8.48484848484848,8.28282828282828,7.77777777777778,8.08080808080808,8.58585858585859,8.68686868686869,8.88888888888889,8.98989898989899,9.29292929292929,9.5959595959596,9.49494949494949,9.19191919191919,9.09090909090909,9.6969696969697,9.7979797979798,10,9.8989898989899,9.39393939393939,8.78787878787879,8.38383838383838,7.57575757575758,7.17171717171717,6.46464646464646,5.15151515151515,4.54545454545455,4.34343434343434,3.93939393939394
395121,"St. Louis, MO","Msa","MO",18,0.101010101010101,0.505050505050505,0.707070707070707,1.11111111111111,0.909090909090909,0.606060606060606,0.303030303030303,0.202020202020202,0.404040404040404,0.808080808080808,1.21212121212121,1.51515151515152,1.31313131313131,1.01010101010101,1.41414141414141,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.43434343434343,3.83838383838384,3.63636363636364,3.13131313131313,3.03030303030303,3.33333333333333,3.93939393939394,5.05050505050505,5.45454545454545,5.35353535353535,5.25252525252525,4.14141414141414,3.53535353535354,3.23232323232323,3.73737373737374,4.04040404040404,4.94949494949495,4.74747474747475,4.54545454545455,4.34343434343434,4.24242424242424,4.64646464646465,4.44444444444444,4.84848484848485,5.15151515151515,5.55555555555556,5.65656565656566,6.16161616161616,6.06060606060606,5.95959595959596,6.26262626262626,6.56565656565657,6.76767676767677,6.66666666666667,6.36363636363636,5.85858585858586,5.75757575757576,6.46464646464646,6.86868686868687,6.96969696969697,7.07070707070707,7.17171717171717,7.37373737373737,7.27272727272727,7.47474747474747,7.57575757575758,7.67676767676768,7.77777777777778,8.48484848484848,8.38383838383838,8.08080808080808,7.97979797979798,7.87878787878788,8.18181818181818,8.28282828282828,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,9.19191919191919,9.49494949494949,10,9.7979797979798,8.98989898989899,9.09090909090909,9.29292929292929,9.5959595959596,9.39393939393939,9.6969696969697,9.8989898989899
395148,"Tampa, FL","Msa","FL",19,1.31313131313131,1.21212121212121,1.11111111111111,1.01010101010101,0.909090909090909,0.707070707070707,0.505050505050505,0.202020202020202,0.101010101010101,0.303030303030303,0.404040404040404,0.606060606060606,0.808080808080808,1.41414141414141,1.51515151515152,1.71717171717172,2.02020202020202,1.91919191919192,1.81818181818182,2.32323232323232,2.52525252525253,2.62626262626263,2.82828282828283,3.43434343434343,3.93939393939394,4.14141414141414,4.24242424242424,4.34343434343434,5.15151515151515,6.36363636363636,6.66666666666667,6.56565656565657,6.16161616161616,5.85858585858586,5.55555555555556,5.65656565656566,5.75757575757576,5.45454545454545,4.64646464646465,4.04040404040404,3.23232323232323,2.22222222222222,1.61616161616162,2.12121212121212,2.72727272727273,3.83838383838384,3.63636363636364,3.53535353535354,3.33333333333333,3.03030303030303,2.92929292929293,2.42424242424242,3.13131313131313,3.73737373737374,4.44444444444444,5.25252525252525,5.35353535353535,4.94949494949495,4.84848484848485,4.54545454545455,4.74747474747475,5.05050505050505,5.95959595959596,6.06060606060606,6.26262626262626,6.46464646464646,7.37373737373737,7.97979797979798,9.29292929292929,8.98989898989899,8.68686868686869,8.18181818181818,7.87878787878788,7.67676767676768,7.47474747474747,6.96969696969697,6.86868686868687,7.07070707070707,7.27272727272727,6.76767676767677,7.17171717171717,7.57575757575758,8.88888888888889,9.19191919191919,9.39393939393939,9.09090909090909,9.5959595959596,9.7979797979798,9.8989898989899,10,9.6969696969697,9.49494949494949,8.78787878787879,8.08080808080808,8.48484848484848,8.58585858585859,8.28282828282828,8.38383838383838,7.77777777777778
394358,"Baltimore, MD","Msa","MD",20,1.51515151515152,1.61616161616162,1.71717171717172,1.31313131313131,1.21212121212121,1.11111111111111,0.909090909090909,0.303030303030303,0.101010101010101,0.202020202020202,0.404040404040404,0.707070707070707,0.606060606060606,0.505050505050505,0.808080808080808,1.01010101010101,1.41414141414141,1.81818181818182,1.91919191919192,2.02020202020202,2.42424242424242,2.72727272727273,2.32323232323232,2.12121212121212,2.22222222222222,2.52525252525253,2.62626262626263,2.82828282828283,2.92929292929293,3.93939393939394,5.65656565656566,6.06060606060606,6.56565656565657,6.36363636363636,6.86868686868687,7.17171717171717,7.47474747474747,7.77777777777778,7.87878787878788,7.67676767676768,7.37373737373737,6.66666666666667,5.85858585858586,5.25252525252525,5.35353535353535,5.55555555555556,5.45454545454545,4.64646464646465,4.24242424242424,3.53535353535354,3.13131313131313,3.03030303030303,3.43434343434343,3.73737373737374,3.63636363636364,3.83838383838384,4.04040404040404,5.15151515151515,5.05050505050505,4.74747474747475,4.44444444444444,4.54545454545455,4.94949494949495,4.84848484848485,4.34343434343434,3.23232323232323,3.33333333333333,4.14141414141414,5.75757575757576,5.95959595959596,6.26262626262626,6.96969696969697,6.46464646464646,6.76767676767677,6.16161616161616,7.07070707070707,7.27272727272727,7.57575757575758,7.97979797979798,8.08080808080808,8.18181818181818,8.28282828282828,8.38383838383838,8.48484848484848,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,9.5959595959596,9.7979797979798,10,9.8989898989899,9.6969696969697,9.49494949494949,9.29292929292929,9.09090909090909,8.98989898989899,9.19191919191919,9.39393939393939
394530,"Denver, CO","Msa","CO",21,0.404040404040404,0.606060606060606,0.707070707070707,1.01010101010101,0.909090909090909,0.505050505050505,0.202020202020202,0.101010101010101,0.303030303030303,0.808080808080808,1.11111111111111,1.21212121212121,1.31313131313131,1.41414141414141,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.13131313131313,3.43434343434343,3.63636363636364,3.93939393939394,3.73737373737374,3.33333333333333,3.23232323232323,3.83838383838384,4.24242424242424,4.04040404040404,3.53535353535354,4.14141414141414,4.34343434343434,4.44444444444444,4.54545454545455,4.74747474747475,4.84848484848485,5.05050505050505,5.55555555555556,6.16161616161616,7.47474747474747,8.38383838383838,8.98989898989899,9.29292929292929,9.39393939393939,9.09090909090909,8.68686868686869,7.77777777777778,7.67676767676768,7.57575757575758,7.87878787878788,7.27272727272727,7.07070707070707,5.65656565656566,5.45454545454545,5.25252525252525,5.35353535353535,5.95959595959596,7.37373737373737,8.18181818181818,8.48484848484848,8.78787878787879,8.08080808080808,7.17171717171717,5.85858585858586,6.26262626262626,6.56565656565657,6.96969696969697,6.76767676767677,6.66666666666667,6.46464646464646,6.36363636363636,6.06060606060606,6.86868686868687,8.28282828282828,9.19191919191919,9.5959595959596,9.6969696969697,9.8989898989899,10,9.7979797979798,9.49494949494949,8.88888888888889,8.58585858585859,7.97979797979798,5.75757575757576,5.15151515151515,4.94949494949495,4.64646464646465
394982,"Pittsburgh, PA","Msa","PA",22,1.91919191919192,1.71717171717172,1.31313131313131,1.41414141414141,1.51515151515152,1.61616161616162,0.404040404040404,0.202020202020202,0.101010101010101,0.303030303030303,0.505050505050505,0.808080808080808,1.01010101010101,1.11111111111111,1.21212121212121,0.606060606060606,0.707070707070707,0.909090909090909,1.81818181818182,2.32323232323232,2.62626262626263,2.42424242424242,2.12121212121212,2.02020202020202,2.22222222222222,2.52525252525253,2.72727272727273,2.82828282828283,3.03030303030303,2.92929292929293,3.23232323232323,3.13131313131313,3.43434343434343,3.33333333333333,3.53535353535354,3.63636363636364,3.83838383838384,4.14141414141414,4.44444444444444,4.74747474747475,5.05050505050505,5.45454545454545,5.55555555555556,4.94949494949495,4.84848484848485,5.35353535353535,5.65656565656566,6.06060606060606,5.75757575757576,5.15151515151515,4.64646464646465,4.54545454545455,4.24242424242424,4.04040404040404,3.73737373737374,3.93939393939394,4.34343434343434,5.25252525252525,5.85858585858586,6.26262626262626,7.17171717171717,7.37373737373737,7.67676767676768,7.47474747474747,7.07070707070707,6.56565656565657,6.76767676767677,7.27272727272727,6.96969696969697,6.36363636363636,5.95959595959596,6.16161616161616,6.46464646464646,6.66666666666667,6.86868686868687,7.57575757575758,7.77777777777778,7.87878787878788,7.97979797979798,8.08080808080808,8.18181818181818,8.28282828282828,8.38383838383838,8.48484848484848,8.58585858585859,8.68686868686869,8.78787878787879,8.88888888888889,8.98989898989899,9.09090909090909,9.19191919191919,9.7979797979798,9.5959595959596,9.29292929292929,9.39393939393939,9.49494949494949,9.6969696969697,9.8989898989899,10
394998,"Portland, OR","Msa","OR",23,0.909090909090909,1.01010101010101,0.808080808080808,0.707070707070707,0.505050505050505,0.303030303030303,0.101010101010101,0.202020202020202,0.404040404040404,0.606060606060606,1.11111111111111,1.21212121212121,1.31313131313131,1.41414141414141,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.33333333333333,4.14141414141414,3.93939393939394,4.54545454545455,4.74747474747475,4.94949494949495,5.25252525252525,5.45454545454545,5.15151515151515,4.84848484848485,3.63636363636364,3.23232323232323,3.13131313131313,3.43434343434343,4.34343434343434,4.24242424242424,3.83838383838384,3.53535353535354,3.73737373737374,4.04040404040404,4.44444444444444,4.64646464646465,5.05050505050505,5.75757575757576,6.66666666666667,7.27272727272727,7.67676767676768,7.97979797979798,8.48484848484848,8.88888888888889,9.39393939393939,9.49494949494949,9.6969696969697,9.7979797979798,10,9.8989898989899,9.5959595959596,8.78787878787879,8.18181818181818,7.57575757575758,7.07070707070707,6.86868686868687,6.46464646464646,6.06060606060606,5.85858585858586,5.95959595959596,6.16161616161616,6.36363636363636,6.76767676767677,7.17171717171717,7.47474747474747,7.77777777777778,7.87878787878788,8.08080808080808,8.28282828282828,8.58585858585859,8.68686868686869,8.98989898989899,9.19191919191919,9.29292929292929,9.09090909090909,8.38383838383838,7.37373737373737,6.96969696969697,6.56565656565657,6.26262626262626,5.65656565656566,5.55555555555556,5.35353535353535
394458,"Charlotte, NC","Msa","NC",24,1.21212121212121,1.01010101010101,0.808080808080808,0.707070707070707,0.505050505050505,0.404040404040404,0.202020202020202,0.101010101010101,0.303030303030303,0.606060606060606,0.909090909090909,1.11111111111111,1.31313131313131,1.41414141414141,1.51515151515152,1.61616161616162,1.71717171717172,1.81818181818182,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.13131313131313,3.23232323232323,3.33333333333333,4.04040404040404,4.44444444444444,4.74747474747475,4.94949494949495,5.05050505050505,4.84848484848485,4.54545454545455,4.24242424242424,3.83838383838384,3.53535353535354,3.73737373737374,3.43434343434343,3.63636363636364,3.93939393939394,4.14141414141414,4.34343434343434,4.64646464646465,5.15151515151515,5.25252525252525,5.35353535353535,5.45454545454545,5.55555555555556,5.65656565656566,5.75757575757576,5.85858585858586,5.95959595959596,6.06060606060606,6.16161616161616,6.26262626262626,6.36363636363636,6.46464646464646,6.56565656565657,6.66666666666667,6.76767676767677,6.86868686868687,6.96969696969697,7.07070707070707,7.17171717171717,7.27272727272727,7.37373737373737,7.47474747474747,7.57575757575758,7.67676767676768,7.87878787878788,8.08080808080808,8.18181818181818,8.38383838383838,8.58585858585859,8.78787878787879,8.98989898989899,9.19191919191919,9.29292929292929,9.49494949494949,9.7979797979798,10,9.8989898989899,9.6969696969697,9.5959595959596,9.39393939393939,9.09090909090909,8.88888888888889,8.68686868686869,8.48484848484848,8.28282828282828,7.97979797979798,7.77777777777778
395045,"Sacramento, CA","Msa","CA",25,1.21212121212121,1.11111111111111,0.606060606060606,0.505050505050505,0.404040404040404,0.707070707070707,0.909090909090909,0.808080808080808,0.303030303030303,0.101010101010101,0.202020202020202,1.01010101010101,1.41414141414141,1.61616161616162,1.81818181818182,1.91919191919192,2.02020202020202,1.51515151515152,1.31313131313131,1.71717171717172,2.12121212121212,2.22222222222222,2.52525252525253,2.42424242424242,2.32323232323232,2.62626262626263,2.72727272727273,4.44444444444444,6.26262626262626,6.76767676767677,6.46464646464646,5.55555555555556,5.75757575757576,6.06060606060606,6.96969696969697,6.86868686868687,7.07070707070707,6.36363636363636,5.35353535353535,4.54545454545455,4.04040404040404,3.73737373737374,3.53535353535354,3.03030303030303,3.13131313131313,3.33333333333333,2.92929292929293,2.82828282828283,3.43434343434343,3.93939393939394,4.34343434343434,4.14141414141414,3.63636363636364,3.23232323232323,3.83838383838384,4.24242424242424,4.84848484848485,4.94949494949495,5.05050505050505,5.15151515151515,5.85858585858586,5.95959595959596,5.45454545454545,4.64646464646465,4.74747474747475,5.25252525252525,6.56565656565657,7.17171717171717,7.27272727272727,7.47474747474747,7.67676767676768,8.28282828282828,8.38383838383838,8.18181818181818,7.87878787878788,8.08080808080808,8.48484848484848,8.58585858585859,9.09090909090909,9.49494949494949,9.8989898989899,9.6969696969697,9.39393939393939,8.98989898989899,8.68686868686869,8.88888888888889,9.19191919191919,9.29292929292929,9.7979797979798,10,9.5959595959596,8.78787878787879,7.97979797979798,7.77777777777778,7.57575757575758,7.37373737373737,6.66666666666667,6.16161616161616,5.65656565656566
395055,"San Antonio, TX","Msa","TX",26,0.909090909090909,0.808080808080808,0.707070707070707,0.606060606060606,0.505050505050505,0.303030303030303,0.101010101010101,0.202020202020202,0.404040404040404,1.01010101010101,1.41414141414141,1.21212121212121,1.11111111111111,1.31313131313131,1.51515151515152,1.61616161616162,1.81818181818182,1.71717171717172,1.91919191919192,2.02020202020202,2.12121212121212,2.22222222222222,2.32323232323232,2.42424242424242,2.52525252525253,2.62626262626263,2.72727272727273,2.82828282828283,2.92929292929293,3.03030303030303,3.13131313131313,3.23232323232323,3.33333333333333,3.43434343434343,3.53535353535354,3.63636363636364,3.73737373737374,3.83838383838384,3.93939393939394,4.24242424242424,4.04040404040404,4.14141414141414,4.34343434343434,4.44444444444444,4.94949494949495,4.84848484848485,4.74747474747475,4.54545454545455,4.64646464646465,5.05050505050505,5.15151515151515,5.45454545454545,6.56565656565657,7.77777777777778,8.28282828282828,7.87878787878788,6.66666666666667,6.36363636363636,6.16161616161616,5.95959595959596,5.85858585858586,5.25252525252525,5.35353535353535,5.55555555555556,5.75757575757576,5.65656565656566,6.06060606060606,6.26262626262626,6.76767676767677,6.86868686868687,7.17171717171717,7.67676767676768,8.08080808080808,8.18181818181818,8.58585858585859,8.78787878787879,8.48484848484848,7.57575757575758,6.96969696969697,6.46464646464646,7.07070707070707,7.27272727272727,7.37373737373737,7.47474747474747,8.38383838383838,8.98989898989899,9.19191919191919,9.09090909090909,9.29292929292929,9.5959595959596,9.8989898989899,10,9.7979797979798,9.6969696969697,9.49494949494949,9.39393939393939,8.88888888888889,8.68686868686869,7.97979797979798
